,ndcg@1000,map@1000,precision@20
run1,0.0008030843499083895,-0.0002489206831343266,-0.05333333333333329
ielabRun22,0.020503543550835793,0.006517475110622281,0.06666666666666668
udelT1Comb,0.014023278073394818,0.010711956623917496,-0.02166666666666678
udelT1Base,0.007223876363639525,0.004695426859526175,-0.010000000000000009
SIBTMlit4,-0.004381617571178165,-0.005317917256835503,-0.08833333333333321
mRun4MRFrf,0.006497666071794028,-0.0005482126657221364,-0.011666666666666659
KISTI02,0.016233110067626788,0.014174492371319708,0.030000000000000027
5,0.01210077647529606,0.008038969476959562,0.00666666666666671
UDInfoPMSA2,-0.0314853492169021,-0.023270512380082847,-0.08499999999999996
POZabsBB2GRn,0.011527249225810027,0.008011607904214027,-0.0050000000000000044
Semantic,-0.002276345505395516,0.007569440956758294,-0.0016666666666665941
UNTIIAIS,0.004346997213291071,-0.0039559520542404025,-0.011666666666666659
CJT,-0.011165978645882424,-0.0020588374229750517,-0.02166666666666678
kkseabs4,0.024635825947260548,0.009488761464364705,0.07666666666666666
SA,0.029717232641631564,0.023217643744355462,0.04166666666666663
UCASSEM3a,0.014086589062819399,0.008010820677464836,0.016666666666666663
UWMSOIS6,0.014820925124645057,0.013491882526577625,0.02499999999999991
mugpubboost,-0.02908107606264282,-0.023621020317907998,-0.08500000000000008
sa4,0.028864069265694514,0.02494519941504373,0.0566666666666667
UWMSOIS9,0.014533486251780359,0.014505481102957352,0.023333333333333317
1,-0.011724837348227768,-0.008821808407598164,-0.09333333333333327
q,0.04969073022643017,0.0488898789838889,0.13000000000000003
Lambda,0.04074720140185728,0.03284098569267682,0.09999999999999995
aCSIROmedPCB,0.027697176051236783,0.017243599124079675,0.02499999999999991
2,-0.013347743343029628,-0.01282559669171554,-0.09500000000000008
ielabRun21,0.029437554760637002,0.009535049871578263,0.075
ielabRun3,0.028183942472851768,0.008534761505579552,0.07666666666666669
NOVAsa1,0.06459295533345338,0.0434240841851993,0.13833333333333347
mayonlppm1,-0.008568053998036118,-0.005036695213261819,-0.036666666666666625
MAN,-0.0009589907508584794,0.0066852618038452105,-0.0050000000000000044
UTDHLTAF,-0.029810396056477284,-0.03431576349053425,-0.09666666666666668
Focused,-0.0034050328320866796,0.003828703683298393,0.023333333333333317
mayonlppm4,0.02127823897453729,0.01810724313818869,0.04166666666666674
3,-0.00965014759738353,-0.006933951077921108,-0.09333333333333343
BASE,-0.004908587449676427,-0.0011121242756591265,-0.023333333333333373
udelT1GeMeSH,0.01225706632139062,0.012502847056650945,0.003333333333333355
mRun1Bsl,-0.0004842183021960267,-0.0016566085201503988,-0.043333333333333224
UCASSEM2a,0.018126164368551134,0.005905668879774395,-0.040000000000000036
luc,0.046422354433546587,0.04031619561444129,0.06333333333333335
gws,0.08428599543428328,0.06262549341543902,0.18666666666666665
KISTI04,0.01437269319835599,0.01283695219721831,0.021666666666666667
medline3,-0.00492043947750942,-0.001299589710262311,-0.006666666666666765
ielabRun23,0.022864755607733406,0.007416731897411912,0.07000000000000002
UDInfoPMSA6,0.018934968917425965,0.011255119386903475,0.01999999999999999
kkseabs1,0.03368772818787116,0.025300901472017065,0.05833333333333329
medline4,0.009046115304360391,0.011165708608005864,0.00500000000000006
medline1,0.0359700428746445,0.024611829660107776,0.029999999999999916
medline2,0.014446625095134336,0.017064401200380247,0.04166666666666663
sa1,0.013825534346370488,0.010917266770145956,0.0016666666666666496
aCSIROmedMCB,0.020950881596334403,0.015042469816285584,0.02833333333333332
ielabRun1,0.022612128391836323,0.007890281013381375,0.053333333333333344
Ensem,0.03574431204194373,0.02842600621953048,0.03333333333333338
UTDHLTSF,-0.022745661274732765,-0.030893069327964068,-0.11666666666666681
udelT1PRF,0.014387217485385795,0.005842687560499382,-0.013333333333333364
Broad,-0.015710952226550723,-0.0005842704378276886,-0.018333333333333368
POZabsBB2sn,-0.009612095346447858,-0.010682908405784258,-0.056666666666666754
aCSIROmedMGB,0.048027639990541604,0.029785593889200435,0.09
mRun5MRFBow,0.057803823445290226,0.04381448196494145,0.11666666666666667
Gwave,0.014302433320515437,0.005810435349369817,0.058333333333333334
Ontological,0.01890876413330167,0.02171342008026378,0.026666666666666783
KISTI05,0.025245772380049658,0.021361793566267426,0.028333333333333377
UNTIIALQ,-0.013082030325732186,-0.016855134138133568,-0.1050000000000001
UTDHLTSQ,0.030478316363282132,0.02208312232836368,0.05666666666666664
UCASSEM1a,0.014301011854585155,0.005844601637455066,-0.033333333333333326
SIBTMlit5,0.017311186150992197,0.013517129931033434,-0.033333333333333326
UTDHLTJQ,-0.02474129440456263,-0.030496127705124887,-0.1233333333333333
UNTIIADW,-0.010095372824457216,-0.020411776112287533,-0.11166666666666664
GP14Medline,0.01591647207112954,0.0061374512395209364,0.02833333333333333
SIBTMlit1,-0.0037483691122037754,-0.003431519621180129,-0.0699999999999999
medline5,0.005928201217616447,0.0059112756739221894,-1.1102230246251565e-16
4,0.056290428434899065,0.045751958168435886,0.08333333333333326
UNTIIAGA,0.0034500117686696308,-0.00013114396508866893,-0.006666666666666737
aCSIROmedNEG,-0.006701036592944021,-0.002386503018283734,-0.021666666666666612
sa2,0.011090789742767837,0.005832438559780745,0.0333333333333333
NOVAsa2,0.04761917471729604,0.03575993987599341,0.09499999999999997
aCSIROmedAll,0.008895425981733707,0.004005264133353351,-0.018333333333333424
mayonlppm5,0.008922054044449956,0.009065874156976239,-0.0033333333333334103
Jnal,0.04232701085148005,0.03308563453111102,0.06166666666666665
UDInfoPMSA7,-0.006984033499915998,-0.0047186933721496405,-0.04500000000000004
mugpubbase,-0.025637788669890027,-0.021748736920539052,-0.11833333333333335
nn,0.04444494226202139,0.04881483347282134,0.1250000000000001
mugpubgene,0.034308036685472276,0.024553944670577477,0.028333333333333377
UCASSEMUMLSa,0.02802127311241659,0.014052473696116924,0.0016666666666668162
cbnuSA3,0.06700336165593179,0.04519381916716206,0.12999999999999998
UWMSOIS5,0.0062144756561538506,0.007177313881898129,0.018333333333333257
mugpubdiseas,-0.009958176619093817,0.0007962208762173351,-0.04833333333333334
DUTIR003,0.021067542119825602,0.008588224798729595,0.00833333333333336
mayonlppm2,0.033879658924960976,0.03161362445766522,0.06000000000000005
KISTI03,0.026402636137093705,0.021866438812025532,0.04166666666666674
BM25+d-gm,0.0047660359597276325,0.0015923855988305702,-0.026666666666666672
BM25+d+gm,-0.007079835999693362,-0.00951913068991514,-0.06166666666666676
BM25-d-gm,0.001934319213842517,-0.0029464285212913166,-0.04500000000000004
BM25-d+gm,-0.016325814675017813,-0.019371137503338715,-0.07500000000000001
